"ID","Title","Venue","Year","DOI","OpenReview","Arxiv","Code","Video","Slide","Poster"
"00168","FedCorr: Multi-Stage Federated Learning for Label Noise Correction","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2022","https://doi.org/10.1109/cvpr52688.2022.00994","","https://arxiv.org/abs/2204.04677","","","",""
"00169","FederatedScope-GNN: Towards a Unified, Comprehensive and Efficient Package for Federated Graph Learning","Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining","2022","https://doi.org/10.1145/3534678.3539112","","https://arxiv.org/abs/2204.05562","","","",""
"00170","Self-Aware Personalized Federated Learning","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-1503","","https://arxiv.org/abs/2204.08069","","","",""
"00171","Federated learning enables big data for rare cancer boundary detection","Nature Communications","2022","https://doi.org/10.1038/s41467-022-33407-5","","https://arxiv.org/abs/2204.10836","","","",""
"00172","FedDUAP: Federated Learning with Dynamic Update and Adaptive Pruning Using Shared Data on the Server","Proceedings of the Thirty-First International Joint Conference on Artificial Intelligence","2022","https://doi.org/10.24963/ijcai.2022/385","","https://arxiv.org/abs/2204.11536","","","",""
"00173","Triformer: Triangular, Variable-Specific Attentions for Long Sequence Multivariate Time Series Forecasting","Proceedings of the Thirty-First International Joint Conference on Artificial Intelligence","2022","https://doi.org/10.24963/ijcai.2022/277","","https://arxiv.org/abs/2204.13767","","","",""
"00174","Backdoor Attacks in Federated Learning by Rare Embeddings and Gradient Ensembling","Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing","2022","https://doi.org/10.18653/v1/2022.emnlp-main.6","","https://arxiv.org/abs/2204.14017","","","",""
"00175","Layer-wised Model Aggregation for Personalized Federated Learning","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2022","https://doi.org/10.1109/cvpr52688.2022.00985","","https://arxiv.org/abs/2205.03993","","","",""
"00176","Multi-Scale Attention Flow for Probabilistic Time Series Forecasting","IEEE Transactions on Knowledge and Data Engineering","2024","https://doi.org/10.1109/tkde.2023.3319672","","https://arxiv.org/abs/2205.07493","","","",""
"00178","FiLM: Frequency Improved Legendre Memory Model for Long-Term Time Series Forecasting","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-0921","","https://arxiv.org/abs/2205.08897","","","",""
"00179","FreDo: Frequency Domain-based Long-Term Time Series Forecasting","","","","","https://arxiv.org/abs/2205.12301","","","",""
"00180","Are Transformers Effective for Time Series Forecasting?","Proceedings of the AAAI Conference on Artificial Intelligence","2023","https://doi.org/10.1609/aaai.v37i9.26317","","https://arxiv.org/abs/2205.13504","","","",""
"00182","DELTA: Diverse Client Sampling for Fasting Federated Learning","Advances in Neural Information Processing Systems 36","2023","https://doi.org/10.52202/075280-2063","","https://arxiv.org/abs/2205.13925","","","",""
"00183","Federated Neural Bandits","","","","","https://arxiv.org/abs/2205.14309","","","",""
"00184","Non-Stationary Transformers: Exploring the Stationarity in Time Series Forecasting","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-0718","","https://arxiv.org/abs/2205.14415","","","",""
"00185","FedWalk: Communication Efficient Federated Unsupervised Node Embedding with Differential Privacy","","","","","https://arxiv.org/abs/2205.15896","","","",""
"00187","A Communication-Efficient Algorithm with Linear Convergence for Federated Minimax Learning","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-0439","","https://arxiv.org/abs/2206.01132","","","",""
"00188","Pretrained Models for Multilingual Federated Learning","Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","2022","https://doi.org/10.18653/v1/2022.naacl-main.101","","https://arxiv.org/abs/2206.02291","","","",""
"00189","FedHPO-B: A Benchmark Suite for Federated Hyperparameter Optimization","","","","","https://arxiv.org/abs/2206.03966","","","",""
"00190","Scaleformer: Iterative Multi-scale Refining Transformers for Time Series Forecasting","","","","","https://arxiv.org/abs/2206.04038","","","",""
"00191","Disentangled Federated Learning for Tackling Attributes Skew via Invariant Aggregation and Diversity Transferring","","","","","https://arxiv.org/abs/2206.06818","","","",""
"00192","Global Convergence of Federated Learning for Mixed Regression","IEEE Transactions on Information Theory","2024","https://doi.org/10.1109/tit.2024.3425758","","https://arxiv.org/abs/2206.07279","","","",""
"00193","On Privacy and Personalization in Cross-Silo Federated Learning","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-0429","","https://arxiv.org/abs/2206.07902","","","",""
"00194","FiT: Parameter Efficient Few-shot Transfer Learning for Personalized and Federated Image Classification","","","","","https://arxiv.org/abs/2206.08671","","","",""
"00195","On the Importance and Applicability of Pre-Training for Federated Learning","","","","","https://arxiv.org/abs/2206.11488","","","",""
"00196","Private Federated Learning Without a Trusted Server: Optimal Algorithms for Convex Losses","","","","","https://arxiv.org/abs/2106.09779","","","",""
"00197","TaSe Model for Long Term Time Series Forecasting","Lecture Notes in Computer Science","2005","https://doi.org/10.1007/11494669_126","","https://arxiv.org/abs/2206.12106","","","",""
"00198","Less Is More: Fast Multivariate Time Series Forecasting with Light Sampling-oriented MLP Structures","","","","","https://arxiv.org/abs/2207.01186","","","",""
"00200","Personalizing Federated Medical Image Segmentation via Local Calibration","Lecture Notes in Computer Science","2022","https://doi.org/10.1007/978-3-031-19803-8_27","","https://arxiv.org/abs/2207.04655","","","",""
"00201","FedPseudo: Privacy-Preserving Pseudo Value-Based Deep Learning Models for Federated Survival Analysis","Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining","2023","https://doi.org/10.1145/3580305.3599348","","https://arxiv.org/abs/2207.05247","","","",""
"00202","FD-GATDR: A Federated-Decentralized-Learning Graph Attention Network for Doctor Recommendation Using EHR","","","","","https://arxiv.org/abs/2207.05750","","","",""
"00203","TCT: Convexifying Federated Learning Using Bootstrapped Neural Tangent Kernels","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-2239","","https://arxiv.org/abs/2207.06343","","","",""
"00205","FedX: Unsupervised Federated Learning with Cross Knowledge Distillation","Lecture Notes in Computer Science","2022","https://doi.org/10.1007/978-3-031-20056-4_40","","https://arxiv.org/abs/2207.09158","","","",""
"00206","Reducing Training Time in Cross-Silo Federated Learning using Multigraph Topology","2023 IEEE/CVF International Conference on Computer Vision (ICCV)","2023","https://doi.org/10.1109/iccv51070.2023.01778","","https://arxiv.org/abs/2207.09657","","","",""
"00207","Differentially Private Vertical Federated Clustering","Proceedings of the VLDB Endowment","2023","https://doi.org/10.14778/3583140.3583146","","https://arxiv.org/abs/2208.01700","","","",""
"00208","Fast Heterogeneous Federated Learning with Hybrid Client Selection","","","","","https://arxiv.org/abs/2208.05135","","","",""
"00209","FedOBD: Opportunistic Block Dropout for Efficiently Training Large-scale Neural Networks through Federated Learning","Proceedings of the Thirty-Second International Joint Conference on Artificial Intelligence","2023","https://doi.org/10.24963/ijcai.2023/394","","https://arxiv.org/abs/2208.05174","","","",""
"00210","Spatial-Temporal Identity: A Simple yet Effective Baseline for Multivariate Time Series Forecasting","Proceedings of the 31st ACM International Conference on Information & Knowledge Management","2022","https://doi.org/10.1145/3511808.3557702","","https://arxiv.org/abs/2208.05233","","","",""
"00211","HetVis: A Visual Analysis Approach for Identifying Data Heterogeneity in Horizontal Federated Learning","IEEE Transactions on Visualization and Computer Graphics","2022","https://doi.org/10.1109/tvcg.2022.3209347","","https://arxiv.org/abs/2208.07491","","","",""
"00212","Almost Cost-Free Communication in Federated Best Arm Identification","Proceedings of the AAAI Conference on Artificial Intelligence","2023","https://doi.org/10.1609/aaai.v37i7.26010","","https://arxiv.org/abs/2208.09215","","","",""
"00213","Federated Learning with Positive and Unlabeled Data","","","","","https://arxiv.org/abs/2106.10904","","","",""
"00214","DPAUC: Differentially Private AUC Computation in Federated Learning","Proceedings of the AAAI Conference on Artificial Intelligence","2023","https://doi.org/10.1609/aaai.v37i12.26770","","https://arxiv.org/abs/2208.12294","","","",""
"00215","BOBA: Byzantine-Robust Federated Learning with Label Skewness","","","","","https://arxiv.org/abs/2208.12932","","","",""
"00216","Persistence Initialization: a novel adaptation of the Transformer architecture for time series forecasting","Applied Intelligence","2023","https://doi.org/10.1007/s10489-023-04927-4","","https://arxiv.org/abs/2208.14236","","","",""
"00217","Federated Online Clustering of Bandits","","","","","https://arxiv.org/abs/2208.14865","","","",""
"00218","To Store or Not? Online Data Selection for Federated Learning with Limited Storage","Proceedings of the ACM Web Conference 2023","2023","https://doi.org/10.1145/3543507.3583426","","https://arxiv.org/abs/2209.00195","","","",""
"00220","W-Transformers: A Wavelet-based Transformer Framework for Univariate Time Series Forecasting","2022 21st IEEE International Conference on Machine Learning and Applications (ICMLA)","2022","https://doi.org/10.1109/icmla55696.2022.00111","","https://arxiv.org/abs/2209.03945","","","",""
"00221","Unraveling the Connections between Privacy and Certified Robustness in Federated Learning Against Poisoning Attacks","Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security","2023","https://doi.org/10.1145/3576915.3623193","","https://arxiv.org/abs/2209.04030","","","",""
"00222","Investigating the Predictive Reproducibility of Federated Graph Neural Networks Using Medical Datasets","Lecture Notes in Computer Science","2022","https://doi.org/10.1007/978-3-031-16919-9_15","","https://arxiv.org/abs/2209.06032","","","",""
"00223","Scheduling Algorithms for Federated Learning With Minimal Energy Consumption","IEEE Transactions on Parallel and Distributed Systems","2023","https://doi.org/10.1109/tpds.2023.3240833","","https://arxiv.org/abs/2209.06210","","","",""
"00224","Privacy–Preserving Online Content Moderation: A Federated Learning Use Case","Companion Proceedings of the ACM Web Conference 2023","2023","https://doi.org/10.1145/3543873.3587604","","https://arxiv.org/abs/2209.11843","","","",""
"00225","SAGDA: Achieving O(e-2) Communication Complexity in Federated Min-Max Learning","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-0518","","https://arxiv.org/abs/2210.00611","","","",""
"00226","Data Leakage in Federated Learning","Federated Learning","2022","https://doi.org/10.1007/978-3-030-96896-0_15","","https://arxiv.org/abs/2210.01785","","","",""
"00227","TimesNet: Temporal 2D-Variation Modeling for General Time Series Analysis","","","","","https://arxiv.org/abs/2210.02186","","","",""
"00228","Federated Boosted Decision Trees with Differential Privacy","Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security","2022","https://doi.org/10.1145/3548606.3560687","","https://arxiv.org/abs/2210.02910","","","",""
"00229","Federated Learning for Tabular Data: Exploring Potential Risk to Privacy","2022 IEEE 33rd International Symposium on Software Reliability Engineering (ISSRE)","2022","https://doi.org/10.1109/issre55969.2022.00028","","https://arxiv.org/abs/2210.06856","","","",""
"00230","Industry-Scale Orchestrated Federated Learning for Drug Discovery","Proceedings of the AAAI Conference on Artificial Intelligence","2023","https://doi.org/10.1609/aaai.v37i13.26847","","https://arxiv.org/abs/2210.08871","","","",""
