ID,Title,Venue,Year,URL,DOI,OpenReview,Arxiv,Code,Video,Slide,Poster
00192,Global Convergence of Federated Learning for Mixed Regression,IEEE Transactions on Information Theory,2024,https://ieeexplore.ieee.org/document/10595441,https://doi.org/10.1109/tit.2024.3425758,,https://arxiv.org/abs/2206.07279,,,,
00193,On Privacy and Personalization in Cross-Silo Federated Learning,Advances in Neural Information Processing Systems 35,2022,,https://doi.org/10.52202/068431-0429,,https://arxiv.org/abs/2206.07902,,,,
00194,FiT: Parameter Efficient Few-shot Transfer Learning for Personalized and Federated Image Classification,arXiv,2023,,,,https://arxiv.org/abs/2206.08671,,,,
00195,On the Importance and Applicability of Pre-Training for Federated Learning,arXiv,2023,,,,https://arxiv.org/abs/2206.11488,,,,
00196,Private Federated Learning Without a Trusted Server: Optimal Algorithms for Convex Losses,arXiv,2024,,,,https://arxiv.org/abs/2106.09779,,,,
00200,Personalizing Federated Medical Image Segmentation via Local Calibration,Lecture Notes in Computer Science,2022,,https://doi.org/10.1007/978-3-031-19803-8_27,,https://arxiv.org/abs/2207.04655,,,,
00201,FedPseudo: Privacy-Preserving Pseudo Value-Based Deep Learning Models for Federated Survival Analysis,Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,2023,,https://doi.org/10.1145/3580305.3599348,,https://arxiv.org/abs/2207.05247,,,,
00202,FD-GATDR: A Federated-Decentralized-Learning Graph Attention Network for Doctor Recommendation Using EHR,arXiv,2022,,,,https://arxiv.org/abs/2207.05750,,,,
00203,TCT: Convexifying Federated Learning Using Bootstrapped Neural Tangent Kernels,Advances in Neural Information Processing Systems 35,2022,,https://doi.org/10.52202/068431-2239,,https://arxiv.org/abs/2207.06343,,,,
00205,FedX: Unsupervised Federated Learning with Cross Knowledge Distillation,Lecture Notes in Computer Science,2022,,https://doi.org/10.1007/978-3-031-20056-4_40,,https://arxiv.org/abs/2207.09158,,,,
00206,Reducing Training Time in Cross-Silo Federated Learning using Multigraph Topology,2023 IEEE/CVF International Conference on Computer Vision (ICCV),2023,https://ieeexplore.ieee.org/document/10377693,https://doi.org/10.1109/iccv51070.2023.01778,,https://arxiv.org/abs/2207.09657,,,,
00207,Differentially Private Vertical Federated Clustering,Proceedings of the VLDB Endowment,2023,,https://doi.org/10.14778/3583140.3583146,,https://arxiv.org/abs/2208.01700,,,,
00208,Fast Heterogeneous Federated Learning with Hybrid Client Selection,Proceedings of the Thirty-Ninth Conference on Uncertainty in Artificial Intelligence,2023,https://proceedings.mlr.press/v216/song23b.html,,https://openreview.net/forum?id=1pP5vz9MxWP,https://arxiv.org/abs/2208.05135,,,,
00209,FedOBD: Opportunistic Block Dropout for Efficiently Training Large-scale Neural Networks through Federated Learning,Proceedings of the Thirty-Second International Joint Conference on Artificial Intelligence,2023,,https://doi.org/10.24963/ijcai.2023/394,,https://arxiv.org/abs/2208.05174,,,,
00211,HetVis: A Visual Analysis Approach for Identifying Data Heterogeneity in Horizontal Federated Learning,IEEE Transactions on Visualization and Computer Graphics,2022,https://ieeexplore.ieee.org/document/9912364,https://doi.org/10.1109/tvcg.2022.3209347,,https://arxiv.org/abs/2208.07491,,,,
00212,Almost Cost-Free Communication in Federated Best Arm Identification,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i7.26010,,https://arxiv.org/abs/2208.09215,,,,
00213,Federated Learning with Positive and Unlabeled Data,Proceedings of the 39th International Conference on Machine Learning,2022,https://proceedings.mlr.press/v162/lin22b.html,,,https://arxiv.org/abs/2106.10904,,,,
00214,DPAUC: Differentially Private AUC Computation in Federated Learning,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i12.26770,,https://arxiv.org/abs/2208.12294,,,,
00215,BOBA: Byzantine-Robust Federated Learning with Label Skewness,Proceedings of The 27th International Conference on Artificial Intelligence and Statistics,2024,https://proceedings.mlr.press/v238/bao24a.html,,,https://arxiv.org/abs/2208.12932,,,,
00217,Federated Online Clustering of Bandits,Proceedings of the Thirty-Eighth Conference on Uncertainty in Artificial Intelligence,2022,https://proceedings.mlr.press/v180/liu22a.html,,https://openreview.net/forum?id=rKUgiU8iqeq,https://arxiv.org/abs/2208.14865,,,,
00218,To Store or Not? Online Data Selection for Federated Learning with Limited Storage,Proceedings of the ACM Web Conference 2023,2023,,https://doi.org/10.1145/3543507.3583426,,https://arxiv.org/abs/2209.00195,,,,
00221,Unraveling the Connections between Privacy and Certified Robustness in Federated Learning Against Poisoning Attacks,Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security,2023,,https://doi.org/10.1145/3576915.3623193,,https://arxiv.org/abs/2209.04030,,,,
00222,Investigating the Predictive Reproducibility of Federated Graph Neural Networks Using Medical Datasets,Lecture Notes in Computer Science,2022,,https://doi.org/10.1007/978-3-031-16919-9_15,,https://arxiv.org/abs/2209.06032,,,,
00223,Scheduling Algorithms for Federated Learning With Minimal Energy Consumption,IEEE Transactions on Parallel and Distributed Systems,2023,https://ieeexplore.ieee.org/document/10032558,https://doi.org/10.1109/tpds.2023.3240833,,https://arxiv.org/abs/2209.06210,,,,
00224,Privacy–Preserving Online Content Moderation: A Federated Learning Use Case,Companion Proceedings of the ACM Web Conference 2023,2023,,https://doi.org/10.1145/3543873.3587604,,https://arxiv.org/abs/2209.11843,,,,
00225,SAGDA: Achieving O(e-2) Communication Complexity in Federated Min-Max Learning,Advances in Neural Information Processing Systems 35,2022,,https://doi.org/10.52202/068431-0518,,https://arxiv.org/abs/2210.00611,,,,
00226,Data Leakage in Federated Learning,Federated Learning,2022,,https://doi.org/10.1007/978-3-030-96896-0_15,,https://arxiv.org/abs/2210.01785,,,,
00228,Federated Boosted Decision Trees with Differential Privacy,Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security,2022,,https://doi.org/10.1145/3548606.3560687,,https://arxiv.org/abs/2210.02910,,,,
00229,Federated Learning for Tabular Data: Exploring Potential Risk to Privacy,2022 IEEE 33rd International Symposium on Software Reliability Engineering (ISSRE),2022,https://ieeexplore.ieee.org/document/9978976,https://doi.org/10.1109/issre55969.2022.00028,,https://arxiv.org/abs/2210.06856,,,,
00230,Industry-Scale Orchestrated Federated Learning for Drug Discovery,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i13.26847,,https://arxiv.org/abs/2210.08871,,,,
00232,Learning to Invert: Simple Adaptive Attacks for Gradient Inversion in Federated Learning,Proceedings of the Thirty-Ninth Conference on Uncertainty in Artificial Intelligence,2023,https://proceedings.mlr.press/v216/wu23a.html,,https://openreview.net/forum?id=EbzSHEQUES,https://arxiv.org/abs/2210.10880,,,,
00233,Federated Calibration and Evaluation of Binary Classifiers,Proceedings of the VLDB Endowment,2023,,https://doi.org/10.14778/3611479.3611523,,https://arxiv.org/abs/2210.12526,,,,
00234,Federated Adaptive Prompt Tuning for Multi-Domain Collaborative Learning,Proceedings of the AAAI Conference on Artificial Intelligence,2024,,https://doi.org/10.1609/aaai.v38i13.29434,,https://arxiv.org/abs/2211.07864,,,,
00235,Bayesian Federated Neural Matching That Completes Full Information,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i9.26245,,https://arxiv.org/abs/2211.08010,,,,
00236,SIFU: Sequential Informed Federated Unlearning for Efficient and Provable Client Unlearning in Federated Optimization,Proceedings of The 27th International Conference on Artificial Intelligence and Statistics,2024,https://proceedings.mlr.press/v238/fraboni24a.html,,,https://arxiv.org/abs/2211.11656,,,,
00237,Federated Learning on Non-IID Graphs via Structural Knowledge Sharing,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i8.26187,,https://arxiv.org/abs/2211.13009,,,,
00238,Knowledge-Aware Federated Active Learning with Non-IID Data,2023 IEEE/CVF International Conference on Computer Vision (ICCV),2023,https://ieeexplore.ieee.org/document/10378423,https://doi.org/10.1109/iccv51070.2023.02036,,https://arxiv.org/abs/2211.13579,,,,
00239,FedGS: Federated Graph-Based Sampling with Arbitrary Client Availability,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i8.26223,,https://arxiv.org/abs/2211.13975,,,,
00240,Analysis of Error Feedback in Federated Non-Convex Optimization with Biased Compression,arXiv,2022,,,,https://arxiv.org/abs/2211.14292,,,,
00241,Incentive-Boosted Federated Crowdsourcing,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i5.25744,,https://arxiv.org/abs/2211.14439,,,,
00243,FedALA: Adaptive Local Aggregation for Personalized Federated Learning,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i9.26330,,https://arxiv.org/abs/2212.01197,,,,
00244,FedKNOW: Federated Continual Learning with Signature Task Knowledge Integration at Edge,2023 IEEE 39th International Conference on Data Engineering (ICDE),2023,https://ieeexplore.ieee.org/document/10184531,https://doi.org/10.1109/icde55515.2023.00033,,https://arxiv.org/abs/2212.01738,,,,
00245,On the Effectiveness of Partial Variance Reduction in Federated Learning with Heterogeneous Data,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2023,https://ieeexplore.ieee.org/document/10203504,https://doi.org/10.1109/cvpr52729.2023.00386,,https://arxiv.org/abs/2212.02191,,,,
00246,Tackling Data Heterogeneity in Federated Learning with Class Prototypes,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i6.25891,,https://arxiv.org/abs/2212.02758,,,,
00247,Communication-Efficient Federated Learning for Heterogeneous Edge Devices Based on Adaptive Gradient Quantization,IEEE INFOCOM 2023 - IEEE Conference on Computer Communications,2023,https://ieeexplore.ieee.org/document/10228970,https://doi.org/10.1109/infocom53939.2023.10228970,,https://arxiv.org/abs/2212.08272,,,,
00248,On Noisy Evaluation in Federated Hyperparameter Tuning,arXiv,2023,,,,https://arxiv.org/abs/2212.08930,,,,
00249,When Do Curricula Work in Federated Learning?,2023 IEEE/CVF International Conference on Computer Vision (ICCV),2023,https://ieeexplore.ieee.org/document/10378572,https://doi.org/10.1109/iccv51070.2023.00469,,https://arxiv.org/abs/2212.12712,,,,
00252,Graph Federated Learning for CIoT Devices in Smart Home Applications,IEEE Internet of Things Journal,2023,https://ieeexplore.ieee.org/document/9983539,https://doi.org/10.1109/jiot.2022.3228727,,https://arxiv.org/abs/2212.14395,,,,
00254,Dual Personalization on Federated Recommendation,Proceedings of the Thirty-Second International Joint Conference on Artificial Intelligence,2023,,https://doi.org/10.24963/ijcai.2023/507,,https://arxiv.org/abs/2301.08143,,,,
00255,On the Vulnerability of Backdoor Defenses for Federated Learning,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i10.26393,,https://arxiv.org/abs/2301.08170,,,,
00256,Federated Recommendation with Additive Personalization,arXiv,2024,,,,https://arxiv.org/abs/2301.09109,,,,
00257,BayBFed: Bayesian Backdoor Defense for Federated Learning,2023 IEEE Symposium on Security and Privacy (SP),2023,https://ieeexplore.ieee.org/document/10179362,https://doi.org/10.1109/sp46215.2023.10179362,,https://arxiv.org/abs/2301.09508,,,,
00258,FedExP: Speeding Up Federated Averaging via Extrapolation,arXiv,2023,,,,https://arxiv.org/abs/2301.09604,,,,
00259,Interaction-level Membership Inference Attack Against Federated Recommender Systems,Proceedings of the ACM Web Conference 2023,2023,,https://doi.org/10.1145/3543507.3583359,,https://arxiv.org/abs/2301.10964,,,,
00261,DoCoFL: Downlink Compression for Cross-Device Federated Learning,Proceedings of the 40th International Conference on Machine Learning,2023,https://proceedings.mlr.press/v202/dorfman23a.html,,https://openreview.net/forum?id=VxKr51JjWC,https://arxiv.org/abs/2302.00543,,,,
00262,Revisiting Personalized Federated Learning: Robustness Against Backdoor Attacks,Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,2023,,https://doi.org/10.1145/3580305.3599898,,https://arxiv.org/abs/2302.01677,,,,
00263,Improving the Model Consistency of Decentralized Federated Learning,Proceedings of the 40th International Conference on Machine Learning,2023,https://proceedings.mlr.press/v202/shi23d.html,,https://openreview.net/forum?id=fn2NFlYLBL,https://arxiv.org/abs/2302.04083,,,,
00264,Federated Learning as Variational Inference: A Scalable Expectation Propagation Approach,arXiv,2023,,,,https://arxiv.org/abs/2302.04228,,,,
00266,One-Shot Federated Conformal Prediction,Proceedings of the 40th International Conference on Machine Learning,2023,https://proceedings.mlr.press/v202/humbert23a.html,,https://openreview.net/forum?id=SZJGIWe1Ag,https://arxiv.org/abs/2302.06322,,,,
00267,Communication-Efficient Federated Bilevel Optimization with Global and Local Lower Level Problems,Advances in Neural Information Processing Systems 36,2023,,https://doi.org/10.52202/075280-0065,,https://arxiv.org/abs/2302.06701,,,,
00268,A Federated Learning Benchmark for Drug-Target Interaction,Companion Proceedings of the ACM Web Conference 2023,2023,,https://doi.org/10.1145/3543873.3587687,,https://arxiv.org/abs/2302.07684,,,,
00269,Learning heritable multimodal brain representation via contrastive learning,,2026,,https://doi.org/10.64898/2026.02.19.706893,,https://arxiv.org/abs/2302.08888,,,,
00271,FedSDG-FS: Efficient and Secure Feature Selection for Vertical Federated Learning,IEEE INFOCOM 2023 - IEEE Conference on Computer Communications,2023,https://ieeexplore.ieee.org/document/10228895,https://doi.org/10.1109/infocom53939.2023.10228895,,https://arxiv.org/abs/2302.10417,,,,
00272,"A Survey of Trustworthy Federated Learning with Perspectives on Security, Robustness and Privacy",Companion Proceedings of the ACM Web Conference 2023,2023,,https://doi.org/10.1145/3543873.3587681,,https://arxiv.org/abs/2302.10637,,,,
00273,Efficient Training of Large-Scale Industrial Fault Diagnostic Models through Federated Opportunistic Block Dropout,Proceedings of the AAAI Conference on Artificial Intelligence,2023,,https://doi.org/10.1609/aaai.v37i13.26836,,https://arxiv.org/abs/2302.11485,,,,
00276,Securing IoT Communication Using Physical Sensor Data — Graph Layer Security with Federated Multi-agent Deep Reinforcement Learning,2023 8th International Conference on Signal and Image Processing (ICSIP),2023,https://ieeexplore.ieee.org/document/10271026,https://doi.org/10.1109/icsip57908.2023.10271026,,https://arxiv.org/abs/2302.12592,,,,
